,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
38,Warta Kota Official,@wartakotalive,2021-05-26T01:17:08.000Z,"APA Itu Kode Pos dan Bagaimana Penyusunan Nomor, Kenapa Kode Pos DKI Jakarta Beda Sendiri

https://wartakota.tribunnews.com/2021/05/26/apa-itu-kode-pos-dan-bagaimana-penyusunan-nomor-kenapa-kode-pos-dki-jakarta-beda-sendiri…

TAHUKAH ANDA BAHWA PENOMORAN KODE POS DI JAKARTA BERBEDA DIBANDINGKAN PRO LAIN??

#kodepos #infojkt #jakarta #posindonesia 
@BPBDJakarta
 @DKIJakarta
 @aniesbaswedan","APA Itu Kode Pos dan Bagaimana Penyusunan Nomor, Kenapa Kode Pos DKI Jakarta Beda Sendiri - Warta...
Apa itu Kode Pos dan bagaimana cara penyusunan nomor dalam kode pos. Kenapa penomoran kode pos di Jakarta berbeda?
wartakota.tribunnews.com",,,,,['https://pbs.twimg.com/card_img/1397360845982601218/I0dWv199?format=jpg&name=small'],https://twitter.com/wartakotalive/status/1397361124064911361
39,Gundul = Ganteng,@kayu_bondol,2021-05-26T00:20:51.000Z,"KPK 
@DKIJakarta
 sibuk lakukn penyelamatn anggota KPK Kuningan yg dipecat gegara dukung seks bebas dan taliban, sampai2 korupsi dilingkungan pendidikn trlewatkn.

Bravo Kejati DKI ",,👍,,,,['https://pbs.twimg.com/media/E2RfpGaVkAAMnQ6?format=jpg&name=small'],https://twitter.com/kayu_bondol/status/1397346962496688131
40,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T13:05:03.000Z,"UPDATE Tinggi Muka Air, Kamis 27 Mei 2021 Pukul 20.00 WIB. 
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru
#PerluTahu
#JAKI
https://facebook.com/DinasSDAProvDKIJkrt/…",,,,,,['https://pbs.twimg.com/media/E2ZYJkmVEAY9FwB?format=jpg&name=small'],https://twitter.com/DinasSDAJakarta/status/1397901667673145347
41,Pendi Wongso,@pendi_wongso,2021-05-27T13:01:17.000Z,"Pak Gub 
@DKIJakarta
 ini tolong bendera ormas ditertibkan banyak banget udah seperti bendera parpol aje  Jl. Panjang Grogol Selatan Jaksel",,,,,,"['https://pbs.twimg.com/media/E2ZXR5pVcAIsCaL?format=jpg&name=small', 'https://pbs.twimg.com/media/E2ZXSqZVIAUHb5A?format=jpg&name=360x360']",https://twitter.com/pendi_wongso/status/1397900716102930436
42,SDSDA JAKARTA UTARA,@SDSDA_JAKUT,2021-05-27T13:01:15.000Z,"Kamis, 27 Mei 2021
Satgas pasukan biru melakukan giat kuras saluran di JL Kamal Muara Kel. Kamal Muara Kec. PenjaringanJakarta Utara
@aniesbaswedan
@DinasSDAJakarta
@dkiJakarta
@BPBDJakarta
@BeritaJakarta
@infojakarta
#PasukanBiru
#DKIJakarta
#OperasiSiagaIbuKota
#JakartaUtara",,,,,,"['https://pbs.twimg.com/media/E2ZXRh8UUAAlyrA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2ZXSESVIAMqihY?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2ZXR1BUcAY9iah?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2ZXSQ0UYAUv0pc?format=jpg&name=360x360']",https://twitter.com/SDSDA_JAKUT/status/1397900708519710722
43,Boso_Mae 2,@BudiKropos,2021-05-27T12:58:28.000Z,"Siapa ASL Cs ? yang kerja sama sgn PT MCP untuk paket pengadaan sembako satuan kerja pemerintahan dan Kesra 
@DKIJakarta
 senilai Rp 60 miliar. yang tanda tangan Spk nya pejabat pembuat komitmen Widyarto Teguh Nugroho. SPK yang diduga bodong itu diserahkan di Balaikota.",,,,1,1,['https://pbs.twimg.com/media/E2ZWplIVgAIJJvz?format=jpg&name=small'],https://twitter.com/BudiKropos/status/1397900008867864577
44,arafat,@kopisanger,2021-05-27T10:42:11.000Z,"Maju kota nya, bahagia warganya!
@DKIJakarta","Bang Edi
@EdiMahaMG
 · 8h
gw ga percaya sekelas dosen UI mainan nya kayak gini, udah fitnah sih ini.. 
tapi ya ngapain juga kita ribut, pak anies nya aja selow.. yekan",,,,,"['https://pbs.twimg.com/profile_images/1319461676987551744/cZHd0duT_mini.jpg', 'https://pbs.twimg.com/media/E2XqDluVgAgNEaR?format=jpg&name=medium']",https://twitter.com/kopisanger/status/1397865714048925702
45,Pemprov DKI Jakarta,@DKIJakarta,2021-05-27T10:26:18.000Z,"[TERBARU] Penanganan #COVID19 di Jakarta.
(1/2) Update data tes PCR/antigen, kasus dan vaksinasi DKI Jakarta 27 Mei 2021. Strategi tes, lacak dan isolasi terus digencarkan untuk temukan sebanyaknya kasus positif agar tidak menularkan virus.
#JagaJakarta  #PSBBJakarta #PPKM",,,3,5,5,"['https://pbs.twimg.com/media/E2YzzITVkAIfWeT?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2Yzz7zVIAAMg8n?format=jpg&name=360x360']",https://twitter.com/DKIJakarta/status/1397861713974685701
46,Humas Walikota Jakarta Pusat,@kominfotikjp,2021-05-27T10:16:58.000Z,"Sebanyak tujuh pemudik yang sudah satu minggu tiba di wilayah Kelurahan Petojo Selatan dijemput petugas gabungan untuk menjalani swab antigen.
@aniesbaswedan
 @ArizaPatria
 @walikotajakpus
 @DKIJakarta
 @SatpolPP_Jakpus
 
#infojakpus",,,1,1,2,"['https://pbs.twimg.com/media/E2Yxq_WVEAMVlNA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2YxribUYAIe74S?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2YxrRUVEAAuwMC?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2Yxr1sUUAA_KIM?format=jpg&name=360x360']",https://twitter.com/kominfotikjp/status/1397859366968074240
47,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T10:07:59.000Z,"UPDATE Tinggi Muka Air, Kamis 27 Mei 2021 Pukul 17.00 WIB. 
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru
#PerluTahu
#JAKI
https://facebook.com/DinasSDAProvDKIJkrt/…",,,,,2,['https://pbs.twimg.com/media/E2Yvn5MUUAQCZ76?format=jpg&name=small'],https://twitter.com/DinasSDAJakarta/status/1397857105181241350
48,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T09:31:46.000Z,"Pengurasan Kali Beton segmen jl. Tangki Lio RW. 007 kel. Maphar. Satgas SDA kec. Tamansari
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,1,['https://pbs.twimg.com/media/E2YnT4CUUAEscrE?format=jpg&name=small'],https://twitter.com/DinasSDAJakarta/status/1397847991860416512
49,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T09:29:51.000Z,"Pengurasan saluran di jl. Belimbing RW. 004 kel. Mabes. Satgas SDA kec. Tamansari
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,1,['https://pbs.twimg.com/media/E2Ym4k2VgAUG_uH?format=jpg&name=small'],https://twitter.com/DinasSDAJakarta/status/1397847507825135617
50,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T07:46:06.000Z,"Kegiatan perbaikan saluran di Jl. Harapan Mulia 1 Sisi Utara Rw 05 Kel. Harapan Mulya Kec. Kemayoran
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,1,"['https://pbs.twimg.com/media/E2YPGBvVoAEdEnl?format=jpg&name=small', 'https://pbs.twimg.com/media/E2YPGCOVUAAfrYB?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2YPGCnUYAIg6_0?format=jpg&name=360x360']",https://twitter.com/DinasSDAJakarta/status/1397821398928691202
51,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T07:45:12.000Z,"Kegiatan plester dan aci parapet sebelah embung di Jl. Letjend Suprapto Kec. Kemayoran
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,1,"['https://pbs.twimg.com/media/E2YO7XGUYAAI5ag?format=jpg&name=small', 'https://pbs.twimg.com/media/E2YO7XqVEAU_YeM?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397821174248210432
52,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T07:43:49.000Z,"Giat Pemasangan tutup udith ukuran 40 hd di Jl. Jaha RT 09 RW 01 Kec. Pasar Minggu
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,,"['https://pbs.twimg.com/media/E2YOhpIVgAQavJl?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2YOhpmVUAkn4Z7?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2YOhqBUYAAgIBg?format=jpg&name=360x360']",https://twitter.com/DinasSDAJakarta/status/1397820823075901441
53,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T07:42:53.000Z,"Kegiatan perbaikan turap kali di Jl. Gunung Sahari Raya  Kec. Sawah Besar
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,2,"['https://pbs.twimg.com/media/E2YOQ5iUcAIZVEo?format=jpg&name=small', 'https://pbs.twimg.com/media/E2YOQ5qVEAIhvMw?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397820591189598208
54,dukcapiljakarta,@dukcapiljakarta,2021-05-27T07:28:25.000Z,"Kamis (27/05), Dinas Dukcapil Provinsi DKI Jakarta melakukan perekaman KTP-el kepada Warga Binaan Sosial

Perekaman ini bertempatkan di PSBLHS 2 yang berada di Cipayung, Jakarta Timur 

_________________________________
@dkijakarta
 
@dinsosdkijakarta 
@aniesbaswedan
 
@arizapatria",,,,,2,"['https://pbs.twimg.com/media/E2YLFqRVkAAfmfR?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2YLGGbVgAApgSt?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2YLGy3UUAYyF0t?format=jpg&name=360x360']",https://twitter.com/dukcapiljakarta/status/1397816948331663364
55,bahardoang,@bahardoang3,2021-05-27T07:27:22.000Z,"Pak 
@aniesbaswedan
 dan 
@DKIJakarta
 apa tidak terusik dgn tuduhan ini...apa masih akan berdiam diri ???","ade armando
@adearmando1
 · 13h
Yang mana yang layak didukung?",,,,,"['https://pbs.twimg.com/profile_images/1308188827052175360/UsTJDtH7_mini.jpg', 'https://pbs.twimg.com/media/E2Wi2ZkVkAMt089?format=jpg&name=small']",https://twitter.com/bahardoang3/status/1397816684442836999
56,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T06:41:43.000Z,"Giat  Pengurasan Saluran Jl. Tebet Utara IIC Kec. Tebet
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,1,5,"['https://pbs.twimg.com/media/E2YASIPVUAM72T6?format=jpg&name=small', 'https://pbs.twimg.com/media/E2YASInUYAAmZGW?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397805195011129345
57,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T06:40:34.000Z,"Giat pengangkutan hasil pengurasan di Jl. Tebet Raya Sisi 2 Kec. Tebet
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,2,1,"['https://pbs.twimg.com/media/E2YAF2fUYAQHNQT?format=jpg&name=small', 'https://pbs.twimg.com/media/E2YAF2wUcAQWZa8?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397804906757582848
58,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T06:39:36.000Z,"Kegiatan Pembuatan Saluran Baru di Jl. Kramat Lontar Gang 3 Rt 19 Rw 01 Kec. Senen
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,1,"['https://pbs.twimg.com/media/E2X_qTnVUAQrQjt?format=jpg&name=small', 'https://pbs.twimg.com/media/E2X_qT1VkAAx8w-?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397804662892359683
59,Daniel Giovanni Latumahina,@qronoz,2021-05-27T06:37:12.000Z,"Kemaren pagi sepedaan lewatin jalan rusak di salah satu jembatan di Tegal Parang. Brenti bentar, buka app JAKI, laporin.

Eh hari ini udah dapet notifikasi kalo laporannya udah selesai ditindaklanjut. Lengkap sama foto dari angle yang sama. Mantap, 
@BinaMargaDKI
 @DKIJakarta
! ",,💪,2,22,108,"['https://pbs.twimg.com/media/E2X_YYMVgAgdW98?format=jpg&name=small', 'https://pbs.twimg.com/media/E2X_YYMVkAQUeH4?format=jpg&name=small', 'https://pbs.twimg.com/media/E2X_YYPVcAMvb6Z?format=jpg&name=360x360']",https://twitter.com/qronoz/status/1397804059453579265
60,Om Budhi Uban,@BudhiJade,2021-05-27T06:25:50.000Z,"Alhamdulillah, Saya Mitra Driver GoRide Gojek sudah Vaksinasi Covid19 Tahap 2.
@gojekindonesia
 @halodoc
 @kemenkes_ri
 @dkijakarta
 @dishubdkijakarta #sayasudahvaksin2",,,,,1,['https://pbs.twimg.com/ext_tw_video_thumb/1397800493389258760/pu/img/9Zx3M2yk7X5rFqhx.jpg'],https://twitter.com/BudhiJade/status/1397801199336792066
61,Udara Pagi,@UdaraPagi9,2021-05-27T06:23:44.000Z,"Pemkot Bengkulu Larang Juru Parkir Beroperasi di Gerai Alfamart dan Indomaret, ini Sebabnya 

https://daulatrakyat.net/2021/05/27/pemkot-bengkulu-larang-juru-parkir-beroperasi-di-gerai-alfamart-dan-indomaret-ini-sebabnya/… 

Mungkin Gubernur 
@DKIJakarta
 @aniesbaswedan
 mau melakukan hal yang sama?","Pemkot Bengkulu Larang Juru Parkir Beroperasi di Gerai Alfamart dan Indomaret, ini Sebabnya
Pemerintah Kota (Pemkot) Bengkulu melalui Badan Pendapatan Daerah (Bapenda), menegaskan kepada seluruh juru parkir yang beroperasi di gerai Indomaret dan Alfamaret, untuk menghentikan semua kegiatan
daulatrakyat.net",,,,,['https://pbs.twimg.com/card_img/1397783933836615680/xJ9RLpKh?format=jpg&name=small'],https://twitter.com/UdaraPagi9/status/1397800669831077895
62,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T05:39:12.000Z,"Kegiatan Pengurasan Saluran di Jl. F Wilayah RW 05 Kec. Kemayoran
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,,"['https://pbs.twimg.com/media/E2XyFwLUYAEwDMk?format=jpg&name=small', 'https://pbs.twimg.com/media/E2XyFwgVoAMpzYD?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397789464705966084
63,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T05:38:39.000Z,"Kegiatan Pengurasan Saluran di PHB Jl. Kampung Rawa Sawah RW 02 Kec. Johar Baru
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,1,"['https://pbs.twimg.com/media/E2Xx4IrVcAAPBvn?format=jpg&name=small', 'https://pbs.twimg.com/media/E2Xx4I7VkAEvL8o?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397789326725894147
64,𝕂𝕦𝕞𝕓𝕦𝕝𝕆𝕣𝕖𝕟,@KumbulOren,2021-05-27T05:38:07.000Z,"Min 
@DKIJakarta
 kenapa link http://sidanira.jakarta.go.id sulit sekali  diakses ya..?",,,,,,[],https://twitter.com/KumbulOren/status/1397789190700421121
65,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T05:37:52.000Z,"Giat Pengurasan Saluran di Jl. Margasatwa Kec. Cilandak 
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,,"['https://pbs.twimg.com/media/E2Xxr_0VIAkRqyY?format=jpg&name=small', 'https://pbs.twimg.com/media/E2XxsACVkAQPmjJ?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397789127966281730
66,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T05:36:57.000Z,"Giat Perbaikan Turap Batu kali Phb Pondok Labu  segmen Depan Stallo Rt.005/01 Kel. Pondok Labu Kec. Cilandak 
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,,"['https://pbs.twimg.com/media/E2Xxkj9VcAA4naX?format=jpg&name=small', 'https://pbs.twimg.com/media/E2XxkkRVoAMPx9e?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397788897334095875
67,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T05:36:07.000Z,"Giat Perbaikan Turap Batu kali Phb Pinang Kalijati  Jl. Pinang IV RT 006/02 Kel. Pondok Labu Kec. Cilandak
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,2,"['https://pbs.twimg.com/media/E2XxP_ZVgAEKJ62?format=jpg&name=small', 'https://pbs.twimg.com/media/E2XxP_vVEAAXHwz?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397788685844709379
68,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T05:35:07.000Z,"Giat pengerukan Kali Cideng (segmen KPK Lama) di Jl. Kuningan Mulia Kec. Setiabudi 
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,1,"['https://pbs.twimg.com/media/E2Xw97oVgAAfai5?format=jpg&name=small', 'https://pbs.twimg.com/media/E2Xw97sUYAMQjcq?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397788435507646465
69,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T03:37:20.000Z,"Giat Pembuatan saluran di Jl. Nipah 12  Kec. Kebayoran Baru
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,,"['https://pbs.twimg.com/media/E2XWEfXVIAMXGN-?format=jpg&name=small', 'https://pbs.twimg.com/media/E2XWEfvVcAEbWzX?format=jpg&name=small', 'https://pbs.twimg.com/media/E2XWEgGVcAAT_jf?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397758793375649794
70,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T03:36:22.000Z,"Giat perapihan dan penutupan plat di Jl. Raya Ragunan depan Sekolah Bakti Tugas Kec. Pasar Minggu
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,,"['https://pbs.twimg.com/media/E2XV160VcAEv6ov?format=jpg&name=small', 'https://pbs.twimg.com/media/E2XV17FUYAQdulw?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397758550156349440
71,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T03:35:15.000Z,"Giat Pengerukan Kali Baru Barat di Jl. Raya Pasar Minggu PD. Pasar Jaya Kec. Pasar Minggu
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,2,3,"['https://pbs.twimg.com/media/E2XVn5_VIAAi7SH?format=jpg&name=small', 'https://pbs.twimg.com/media/E2XVn6PUcAs2WvT?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397758269075038212
72,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T03:34:29.000Z,"Giat pengurasan saluran di Jl. Karet Belakang Barat Kec. Setiabudi 
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,1,1,"['https://pbs.twimg.com/media/E2XVdy1UUAIN4d9?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2XVdzKVEAgul4i?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397758077261160449
73,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T03:33:47.000Z,"Giat Pengurasan Saluran di Jl. H. Sajim RW 02 Kec. Kebayoran Baru
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,,"['https://pbs.twimg.com/media/E2XVSE3VkAMnQEL?format=jpg&name=small', 'https://pbs.twimg.com/media/E2XVSFKVEAAu-qH?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397757903096868869
74,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T03:33:00.000Z,"Giat Pengurasan saluran di Jl. Woltermonginsidi (Segmen Jl. Cibulan Raya) Kec. Kebayoran Baru 
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,1,2,"['https://pbs.twimg.com/media/E2XVHIvVkAEqHRA?format=jpg&name=small', 'https://pbs.twimg.com/media/E2XVHIyVIAUCQxd?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397757703481544709
75,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T03:08:55.000Z,"UPDATE Tinggi Muka Air, Kamis 27 Mei 2021 Pukul 10.00 WIB. 
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru
#PerluTahu
#JAKI
https://facebook.com/DinasSDAProvDKIJkrt/…",,,,,,['https://pbs.twimg.com/media/E2XPtNVVIAQiw_m?format=jpg&name=small'],https://twitter.com/DinasSDAJakarta/status/1397751642376728576
76,jurnalpatrolinews.co.id,@jurnalpatrolin1,2021-05-27T03:05:16.000Z,"Awas, Ada Banjir Rob Usai Gerhana Bulan, Simak Peringatan BMKG Ini https://jurnalpatrolinews.co.id/metro/awas-ada-banjir-rob-usai-gerhana-bulan-simak-peringatan-bmkg-ini/… 
@InfoHumasBMKG
 @infoBMKG
 @bmkgpadangpjg
 @DKIJakarta","Awas, Ada Banjir Rob Usai Gerhana Bulan, Simak Peringatan BMKG Ini - Jurnal Patroli News
JurnalPatroliNews – Jakarta,– Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) berpesan agar warga DKI Jakarta mewaspadai […]
jurnalpatrolinews.co.id",,,,,['https://pbs.twimg.com/card_img/1397750522220744706/JfmAoHAy?format=jpg&name=small'],https://twitter.com/jurnalpatrolin1/status/1397750724625268738
77,Satpol PP DKI Jakarta,@SatpolPP_DKI,2021-05-27T03:02:32.000Z,"#Kilasgiat Kamis (27/05) Satpol PP DKI Jakarta Kelurahan Kartini gabung dengan 3 Pilar Melaksanakan Pendampingan Warga yang baru Pulang Mudik ke Jakarta untuk Melakukan Swab Antigen di Jalan Kartini IX, Jakarta Pusat
.
@aniesbaswedan
@ArizaPatria
@JSCLab
@DKIJakarta
#JAKI 
AG",,,,,,"['https://pbs.twimg.com/media/E2XOO_0UcAI44K1?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2XOPsmVgAYj11a?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2XOPX7VcAcw0jh?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2XOQC5VgAA2rtO?format=jpg&name=360x360']",https://twitter.com/SatpolPP_DKI/status/1397750036847415301
78,tukang ukur ngaspal jabidetabek,@grabgaul,2021-05-27T03:00:40.000Z,"Ada tukang sayur yg ga pernah beresin sampah daganganya, jadi bau busuk mengganggu lingkungan. Banyak lalat, resiko penyebaran penyakit. Sudah Ditegor tapi dableg

Lok: Jalan A, depan Telkom Walikota Jakarta Timur, pulogebang
@DKIJakarta
 @SatpolPP_DKI
 @aniesbaswedan
 @ArizaPatria",,,2,,2,['https://pbs.twimg.com/ext_tw_video_thumb/1397749525733806083/pu/img/NhU_JGKXtw136XB1.jpg'],https://twitter.com/grabgaul/status/1397749568318558210
79,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T02:49:28.000Z,"Giat pengurasan saluran di Jl. Ciledug Raya RT 06/02 Kec. Kebayoran Lama
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,1,"['https://pbs.twimg.com/media/E2XLH3WVEAAgicF?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2XLH3rVgAM_s2y?format=jpg&name=360x360']",https://twitter.com/DinasSDAJakarta/status/1397746749091893248
